 County Code ,District Code,School Code,Local Educational Agency ,Charter Number," TK/K-3 ADA
Target, B-5/B-1 "," 4 - 6 ADA
Target, B-6/B-2 "," 7 - 8 ADA
Target, B-7/B-3 "," 9 - 12 ADA
Target, B-8/B-4 ","Unduplicated Pupil Percentage
Target, D-1"," Base Grant Funding
Target, C-5 "," Supplemental Grant Funding
Target, D-7 "," Concentration Grant Funding
Target, E-8 "," Necessary Small Schools Allowance
Target, F-1 "," Add-On (Based on 2012-13 Targeted Instructional Improvement Block Grant)
Target, F-2 "," Add-On (Based on 2012-13 Home-to-School Transportation)
Target, F-3 "," Add-On (Based on 2012-13 Small School District Bus Replacement Program)
Target, F-4 "," Total LCFF Target Entitlement
Target, G-1/F-1 "," Total LCFF Floor Entitlement
Transition, B-13 "," Current Year Gap Funding (100%)
Transition, C-3 "," Economic Recovery Target
Transition, D-1 "," Miscellaneous Adjustments
Transition, E-1 "," Total Local Revenue or In-Lieu of Property Taxes
Transition, F-2/F-7 "," Education Protection Account Entitlement
Transition, F-5/F-9 "," Net State Aid
Transition, F-6/F-10 "," Additional SA for MSA Guarantee
Transition, H-1/H-2 "
36,67876,0000000,San Bernardino City Unified,N/A," 15,460.67 "," 11,729.40 "," 6,858.42 "," 12,290.47 ", 0.8997 ," 383,510,512 "," 69,008,883 "," 67,056,813 ", - ," 16,843,511 "," 3,654,007 ", - ," 540,073,726 "," 505,675,532 "," 34,398,194 ", - , - ," 44,102,698 "," 76,234,826 "," 419,736,202 ", - 
36,67876,0107730,ASA Charter,0677, 105.15 , 44.53 , 29.30 , 47.64 , 0.9747 ," 1,873,045 "," 365,131 "," 327,501 ", N/A , N/A , N/A , N/A ," 2,565,677 "," 2,353,800 "," 211,877 ", - , - ," 123,750 "," 387,396 "," 2,054,531 ", - 
36,67876,0109850,Public Safety Academy,0731, -   , 43.59 , 122.83 , 221.54 , 0.8483 ," 3,341,057 "," 566,844 "," 498,319 ", N/A , N/A , N/A , N/A ," 4,406,220 "," 3,947,625 "," 458,595 ", - , - ," 211,853 "," 684,975 "," 3,509,392 ", - 
36,67876,0117192,SOAR Charter Academy,0982, 163.21 , 149.59 , 127.28 , -   , 0.8097 ," 3,468,855 "," 561,746 "," 450,431 ", N/A , N/A , N/A , N/A ," 4,481,032 "," 4,084,993 "," 396,039 ", - , - ," 240,314 "," 700,493 "," 3,540,225 ", - 
36,67876,0120006,New Vision Middle,1089, -   , 100.96 , 237.64 , -   , 0.7794 ," 2,617,009 "," 407,940 "," 300,171 ", N/A , N/A , N/A , N/A ," 3,325,120 "," 3,177,669 "," 147,451 ", - , - ," 184,899 "," 552,614 "," 2,587,607 ", - 
36,67876,0120568,Options for Youth-San Bernardino,1132, -   , -   , 115.10 , 924.45 , 0.7889 ," 9,466,047 "," 1,493,553 "," 1,130,719 ", N/A , N/A , N/A , N/A ," 12,090,319 "," 11,586,419 "," 503,900 ", - , - ," 567,667 "," 1,956,431 "," 9,566,221 ", - 
36,67876,0121343,Excel Prep Charter,1153, 253.50 , 94.72 , -   , -   , 0.7207 ," 2,804,698 "," 404,269 "," 239,381 ", N/A , N/A , N/A , N/A ," 3,448,348 "," 3,309,564 "," 138,784 ", - , - ," 190,152 "," 550,357 "," 2,707,839 ", - 
36,67876,0122317,Hardy Brown College Prep,1155, 203.55 , 76.55 , 18.18 , -   , 0.9003 ," 2,397,525 "," 431,699 "," 419,208 ", N/A , N/A , N/A , N/A ," 3,248,432 "," 3,026,053 "," 222,379 ", - , - ," 162,882 "," 471,835 "," 2,613,715 ", - 
36,67876,0126706,Taft T. Newman Leadership Academy,1437, 15.54 , 10.23 , -   , -   , 0.8529 ," 205,423 "," 35,041 "," 31,111 ", N/A , N/A , N/A , N/A ," 271,575 "," 258,971 "," 12,604 ", - , - ," 14,072 "," 56,981 "," 200,522 ", - 
36,67876,0126714,Woodward Leadership Academy,1438, 51.49 , 24.06 , -   , -   , 0.8802 ," 606,178 "," 106,711 "," 100,080 ", N/A , N/A , N/A , N/A ," 812,969 "," 761,369 "," 51,600 ", - , - ," 41,256 "," 119,257 "," 652,456 ", - 
36,67876,0133892,"Ballington Academy for the Arts and Sciences, San Bernardino",1795, 170.04 , 11.02 , -   , -   , 0.8259 ," 1,483,711 "," 245,079 "," 204,677 ", N/A , N/A , N/A , N/A ," 1,933,467 "," 1,877,472 ", - , - , - ," 98,871 "," 36,212 "," 1,798,384 ", - 
36,67876,0136952,Entrepreneur High School,1922, -   , -   , -   , 207.99 , 0.7890 ," 1,927,859 "," 304,216 "," 230,379 ", N/A , N/A , N/A , N/A ," 2,462,454 "," 2,266,269 "," 196,185 ", - , - ," 113,577 "," 41,598 "," 2,307,279 ", - 
36,67876,0137935,Savant Preparatory Academy of Business,1971, 70.68 , -   , -   , -   , 0.6842 ," 582,050 "," 79,648 "," 39,056 ", N/A , N/A , N/A , N/A ," 700,754 "," 770,133 ", - , - , - ," 38,596 "," 14,136 "," 648,022 ", - 
36,67876,3630993,Provisional Accelerated Learning Academy,0335, -   , 5.59 , 25.99 , 241.01 , 0.9438 ," 2,478,862 "," 467,910 "," 433,429 ", N/A , N/A , N/A , N/A ," 3,380,201 "," 3,161,180 "," 219,021 ", - , - ," 148,853 "," 518,325 "," 2,713,023 ", - 
36,67892,0000000,Trona Joint Unified,N/A, 96.29 , 56.01 , 47.09 , 75.60 , 0.7399 ," 1,602,096 "," 338,111 "," 216,946 "," 1,111,383 "," 44,524 "," 134,307 "," 155,000 "," 3,602,367 "," 3,334,928 "," 267,439 ", - , - ," 258,337 "," 595,235 "," 2,748,795 ", - 
36,67892,0134247,California STEAM San Bernardino,1824, -   , -   , -   , -   , 0.6066 , - , - , - , N/A , N/A , N/A , N/A , - , - , - , - , - , - , - , - , - 
36,67892,0138321,University Prep - San Bernardino,2008, -   , -   , -   , -   , 0.7955 , - , - , - , N/A , N/A , N/A , N/A , - , - , - , - , - , - , - , - , - 
36,67918,0000000,Victor Elementary,N/A," 6,839.76 "," 5,147.36 ", -   , -   , 0.8520 ," 95,296,087 "," 16,238,453 "," 14,389,709 ", - ," 441,707 "," 323,989 ", - ," 126,689,945 "," 117,619,650 "," 9,070,295 ", - , - ," 9,747,308 "," 18,564,915 "," 98,377,722 ", - 
36,67918,6101927,Sixth Street Prep,0309, 144.07 , 89.26 , -   , -   , 0.7844 ," 1,862,203 "," 292,142 "," 218,250 ", N/A , N/A , N/A , N/A ," 2,372,595 "," 2,250,587 "," 122,008 ", - , - ," 137,508 "," 368,566 "," 1,866,521 ", - 
36,67918,6118350,Mountain View Montessori Charter,0296, 160.48 , 61.33 , -   , -   , 0.5971 ," 1,785,882 "," 213,270 "," 42,058 ", N/A , N/A , N/A , N/A ," 2,041,210 "," 1,897,313 "," 143,897 ", - , - ," 130,719 "," 349,952 "," 1,560,539 ", - 
36,67934,0000000,Victor Valley Union High,N/A, -   , -   ," 2,654.78 "," 7,244.13 ", 0.8457 ," 87,842,506 "," 14,857,682 "," 12,987,515 ", - ," 334,587 "," 1,011,417 ", - ," 117,033,707 "," 107,991,388 "," 9,042,319 ", - , - ," 13,099,671 "," 18,386,720 "," 85,547,316 ", - 
36,67934,3630670,Options for Youth-Victorville Charter,0013, -   , -   , 165.78 , 889.67 , 0.8295 ," 9,538,772 "," 1,582,483 "," 1,333,044 ", N/A , N/A , N/A , N/A ," 12,454,299 "," 11,763,523 "," 690,776 ", - , - ," 998,297 "," 1,986,390 "," 9,469,612 ", - 
36,67959,0000000,Yucaipa-Calimesa Joint Unified,N/A," 2,254.33 "," 1,664.45 "," 1,239.56 "," 2,859.62 ", 0.5555 ," 67,335,387 "," 7,480,961 "," 185,172 ", - ," 346,725 "," 573,749 ", - ," 75,921,994 "," 70,862,779 "," 5,059,215 ", - , - ," 10,448,487 "," 12,995,322 "," 52,478,185 ", - 
36,67959,0114256,Inland Leaders Charter,0889, 466.36 , 317.94 , 204.47 , -   , 0.3075 ," 7,841,647 "," 482,261 ", - , N/A , N/A , N/A , N/A ," 8,323,908 "," 7,703,641 "," 620,267 ", - , - ," 1,197,964 "," 1,570,830 "," 5,555,114 ", - 
36,67959,0124032,Competitive Edge Charter Academy (CECA),1291, 288.53 , 218.23 , 142.48 , -   , 0.2571 ," 5,139,038 "," 264,249 ", - , N/A , N/A , N/A , N/A ," 5,403,287 "," 5,075,765 "," 327,522 ", - , - ," 786,600 "," 1,034,050 "," 3,582,637 ", - 
36,73858,0000000,Baker Valley Unified,N/A, 39.40 , 26.86 , 26.34 , 43.22 , 0.8510 ," 758,189 "," 192,967 "," 170,632 "," 838,321 ", - ," 161,372 ", - ," 2,121,481 "," 2,001,944 "," 119,537 ", - , - ," 1,941,901 "," 27,164 "," 152,416 "," 30,144 "
36,73890,0000000,Silver Valley Unified,N/A, 859.89 , 495.97 , 262.43 , 429.53 , 0.5715 ," 16,863,401 "," 1,927,486 "," 181,281 ", - , - ," 829,667 ", - ," 19,801,835 "," 18,453,678 "," 1,348,157 ", - , - ," 2,319,038 "," 3,408,181 "," 14,074,616 ", - 
36,73957,0000000,Snowline Joint Unified,N/A," 2,041.40 "," 1,678.40 "," 1,178.09 "," 2,250.27 ", 0.6813 ," 59,560,238 "," 8,115,677 "," 3,910,128 ", - , - ," 1,059,452 ", - ," 72,645,495 "," 66,610,688 "," 6,034,807 ", - , - ," 7,362,798 "," 11,612,865 "," 53,669,832 ", - 
36,75044,0000000,Hesperia Unified,N/A," 6,181.94 "," 4,764.48 "," 3,307.37 "," 6,547.46 ", 0.7563 ," 173,452,818 "," 26,236,473 "," 17,891,658 ", - , - ," 1,934,918 ", - ," 219,515,867 "," 203,569,414 "," 15,946,453 ", - , - ," 12,771,880 "," 33,577,006 "," 173,166,981 ", - 
36,75044,0107516,Summit Leadership Academy-High Desert,0671, -   , -   , 107.77 , 186.77 , 0.8093 ," 2,571,346 "," 416,198 "," 265,234 ", N/A , N/A , N/A , N/A ," 3,252,778 "," 3,108,626 "," 144,152 ", - , - ," 109,177 "," 560,063 "," 2,583,538 ", - 
36,75044,0112441,Pathways to College,0801, 160.57 , 109.26 , 47.22 , -   , 0.8859 ," 2,517,628 "," 446,074 "," 259,693 ", N/A , N/A , N/A , N/A ," 3,223,395 "," 3,010,999 "," 212,396 ", - , - ," 117,521 "," 504,716 "," 2,601,158 ", - 
36,75044,0114389,Mirus Secondary,0885, -   , -   , 27.11 , 222.98 , 0.6632 ," 2,278,152 "," 302,174 "," 128,943 ", N/A , N/A , N/A , N/A ," 2,709,269 "," 2,593,757 "," 115,512 ", - , - ," 92,701 "," 466,253 "," 2,150,315 ", - 
36,75044,0116707,Encore Jr./Sr. High School for the Performing and Visual Arts,0971, -   , -   , 381.20 , 559.28 , 0.5893 ," 8,155,801 "," 961,242 "," 160,262 ", N/A , N/A , N/A , N/A ," 9,277,305 "," 8,461,790 "," 815,515 ", - , - ," 348,608 "," 1,679,956 "," 7,248,741 ", - 
36,75044,0118059,LaVerne Elementary Preparatory Academy,1034, 290.34 , 149.99 , -   , -   , 0.6659 ," 3,526,524 "," 469,663 "," 204,363 ", N/A , N/A , N/A , N/A ," 4,200,550 "," 3,908,314 "," 292,236 ", - , - ," 163,217 "," 696,381 "," 3,340,952 ", - 
36,75051,0000000,Lucerne Valley Unified,N/A, 229.22 , 175.63 , 111.89 , 200.26 , 0.8576 ," 4,270,732 "," 1,019,828 "," 914,468 "," 1,910,019 "," 77,071 "," 275,096 ", - ," 8,467,214 "," 7,892,973 "," 574,241 ", - , - ," 313,721 "," 1,339,021 "," 6,814,472 ", - 
36,75051,0115089,Sky Mountain Charter,0905, 506.73 , 453.17 , 360.92 , 403.98 , 0.2970 ," 14,162,095 "," 841,229 ", - , N/A , N/A , N/A , N/A ," 15,003,324 "," 13,701,171 "," 1,302,153 ", - , - ," 754,634 "," 2,783,012 "," 11,465,678 ", - 
36,75051,0136432,Alta Vista Innovation High,1895, -   , -   , -   ," 1,544.36 ", 0.9027 ," 14,314,673 "," 2,584,371 "," 2,502,921 ", N/A , N/A , N/A , N/A ," 19,401,965 "," 17,750,411 "," 1,651,554 ", - , - ," 675,688 "," 308,872 "," 18,417,405 ", - 
36,75051,0136960,Elite Academic Academy - Lucerne,1923, 44.33 , 42.43 , 39.52 , 105.98 , 0.7009 ," 1,976,723 "," 277,097 "," 149,144 ", N/A , N/A , N/A , N/A ," 2,402,964 "," 2,551,801 ", - , - , - ," 101,618 "," 46,452 "," 2,254,894 ", - 
36,75051,0137794,Gorman Learning Center San Bernardino/Santa Clarita,1977, 321.24 , 241.16 , 246.99 , 458.64 , 0.2733 ," 10,647,901 "," 582,014 ", - , N/A , N/A , N/A , N/A ," 11,229,915 "," 13,931,630 ", - , - , - ," 554,788 "," 253,606 "," 10,421,521 ", - 
36,75051,0138107,Elite Academic Academy - Adult Work Force Investment,1975, -   , -   , -   , 50.73 , 0.8143 ," 470,216 "," 76,579 "," 62,139 ", N/A , N/A , N/A , N/A ," 608,934 "," 557,362 "," 51,572 ", - , - ," 22,195 "," 10,146 "," 576,593 ", - 
36,75069,0000000,Upland Unified,N/A," 3,123.66 "," 2,418.04 "," 1,664.94 "," 3,253.75 ", 0.5687 ," 87,169,202 "," 9,914,626 "," 815,032 ", - ," 86,447 "," 328,001 ", - ," 98,313,308 "," 91,238,781 "," 7,074,527 ", - , - ," 26,394,773 "," 17,023,483 "," 54,895,052 ", - 
36,75077,0000000,Apple Valley Unified,N/A," 4,034.18 "," 2,855.94 "," 1,986.70 "," 3,639.73 ", 0.7009 ," 104,068,764 "," 14,588,360 "," 7,851,988 ", - , - ," 1,407,933 ", - ," 127,917,045 "," 117,670,966 "," 10,246,079 ", - , - ," 15,519,607 "," 20,283,723 "," 92,113,715 ", - 
36,75077,3631207,Academy for Academic Excellence,0127, 417.57 , 336.45 , 239.92 , 395.12 , 0.3280 ," 11,518,735 "," 755,628 ", - , N/A , N/A , N/A , N/A ," 12,274,363 "," 11,407,289 "," 867,074 ", - , - ," 1,454,290 "," 2,347,099 "," 8,472,974 ", - 
37,10371,0136085,Scholarship Prep Charter School - Oceanside,1883, 139.26 , 97.25 , 56.09 , -   , 0.5628 ," 2,320,364 "," 261,180 "," 14,851 ", N/A , N/A , N/A , N/A ," 2,596,395 "," 2,669,179 ", - , - , - ," 931,331 "," 58,520 "," 1,606,544 ", - 
37,10371,0136192,School of Universal Learning (SOUL),1872, -   , -   , 60.90 , 28.05 , 0.1912 ," 734,771 "," 28,097 ", - , N/A , N/A , N/A , N/A ," 762,868 "," 739,746 ", - , - , - ," 734,771 "," 17,790 "," 10,307 ", - 
37,10371,0137695,Community Montessori,1947, 456.45 , 190.51 , 53.05 , -   , 0.1787 ," 5,614,795 "," 200,673 ", - , N/A , N/A , N/A , N/A ," 5,815,468 "," 6,672,642 ", - , - , - ," 172,569 "," 140,002 "," 5,502,897 ", - 
37,10371,0137752,Dimensions Collaborative,1946, 144.76 , 92.12 , 85.15 , 155.68 , 0.3124 ," 3,996,367 "," 249,693 ", - , N/A , N/A , N/A , N/A ," 4,246,060 "," 5,056,479 ", - , - , - ," 41,586 "," 95,542 "," 4,108,932 ", - 
37,10371,0138016,Pacific Springs Charter,1989, 200.48 , 135.95 , 117.54 , -   , 0.5341 ," 3,596,572 "," 384,186 ", - , N/A , N/A , N/A , N/A ," 3,980,758 "," 4,364,095 ", - , - , - ," 1,535,127 "," 90,794 "," 2,354,837 ", - 
37,10371,0138404,Classical Academy Vista,2016, 202.28 , 172.24 , 136.98 , -   , 0.1440 ," 4,037,701 "," 116,285 ", - , N/A , N/A , N/A , N/A ," 4,153,986 "," 4,763,277 ", - , - , - ," 1,539,707 "," 102,300 "," 2,511,979 ", - 
37,10371,0138594,National University Academy Dual Language Institute,2023, 154.03 , 73.64 , 25.69 , -   , 0.4828 ," 2,026,244 "," 195,654 ", - , N/A , N/A , N/A , N/A ," 2,221,898 "," 2,359,382 ", - , - , - ," 762,659 "," 50,672 "," 1,408,567 ", - 
37,10371,0138792,JCS - Manzanita,2024, 43.40 , 23.18 , 13.39 , 16.89 , -   ," 793,836 ", - , - , N/A , N/A , N/A , N/A ," 793,836 "," 974,598 ", - , - , - ," 262,424 "," 19,372 "," 512,040 ", - 
37,10371,6119119,Literacy First Charter,0405, 612.19 , 419.39 , 261.56 , 313.04 , 0.5024 ," 13,157,277 "," 1,322,043 ", - , N/A , N/A , N/A , N/A ," 14,479,320 "," 13,508,287 "," 971,033 ", - , - ," 3,157,894 "," 2,650,066 "," 8,671,360 ", - 
37,67967,0000000,Alpine Union Elementary,N/A, 777.34 , 521.54 , 331.59 , -   , 0.3077 ," 12,935,050 "," 796,024 ", - , - ," 54,578 "," 405,911 ", - ," 14,191,563 "," 13,319,362 "," 872,201 ", - , - ," 5,173,071 "," 2,535,884 "," 6,482,608 ", - 
37,67983,0000000,Borrego Springs Unified,N/A, 120.52 , 78.39 , 61.13 , 121.50 , 0.8981 ," 2,070,791 "," 572,759 "," 554,998 "," 1,513,685 ", - ," 164,598 ", - ," 4,876,831 "," 4,588,935 "," 287,896 ", - , - ," 296,283 "," 851,199 "," 3,729,349 ", - 
37,67983,0134890,San Diego Workforce Innovation High,1832, -   , -   , -   ," 2,437.88 ", 0.7594 ," 22,596,710 "," 3,431,988 "," 2,365,876 ", N/A , N/A , N/A , N/A ," 28,394,574 "," 28,204,248 ", - , - , - ," 1,893,111 "," 487,576 "," 26,013,887 ", - 
37,67991,0000000,Cajon Valley Union,N/A," 7,168.34 "," 5,152.87 "," 3,594.16 ", -   , 0.7116 ," 126,063,730 "," 17,941,391 "," 10,185,949 ", - ," 1,264,633 "," 946,780 ", - ," 156,402,483 "," 146,095,497 "," 10,306,986 ", - , - ," 34,696,890 "," 24,819,510 "," 96,886,083 ", - 
37,67991,0108563,EJE Elementary Academy Charter,0683, 372.12 , 161.66 , -   , -   , 0.8359 ," 4,288,336 "," 716,924 "," 346,497 ", N/A , N/A , N/A , N/A ," 5,351,757 "," 5,015,461 "," 336,296 ", - , - ," 1,049,460 "," 841,667 "," 3,460,630 ", - 
37,67991,0119255,EJE Middle Academy,1063, -   , 81.24 , 149.44 , -   , 0.8453 ," 1,780,102 "," 300,944 "," 143,832 ", N/A , N/A , N/A , N/A ," 2,224,878 "," 2,077,546 "," 147,332 ", - , - ," 453,538 "," 375,082 "," 1,396,258 ", - 
37,68007,0000000,Cardiff Elementary,N/A, 365.65 , 302.18 , -   , -   , 0.1693 ," 5,298,933 "," 179,422 ", - , - ," 66,199 "," 34,592 ", - ," 5,579,146 "," 5,208,830 "," 370,316 ", - , - ," 8,264,888 "," 133,566 ", - ," 386,643 "
37,68023,0000000,Chula Vista Elementary,N/A," 12,599.30 "," 10,004.63 ", -   , 0.63 , 0.5931 ," 179,506,129 "," 21,293,017 "," 3,868,357 ", - ," 1,509,817 "," 1,062,912 ", - ," 207,240,232 "," 194,146,260 "," 13,093,972 ", - , - ," 80,459,581 "," 34,127,454 "," 92,653,197 ", - 
37,68023,0119594,Leonardo da Vinci Health Sciences Charter,1082, 136.26 , 116.57 , -   , -   , 0.6464 ," 2,004,652 "," 259,161 "," 43,200 ", N/A , N/A , N/A , N/A ," 2,307,013 "," 2,164,675 "," 142,338 ", - , - ," 854,960 "," 398,554 "," 1,053,499 ", - 
37,68023,0124321,Howard Gardner Community Charter,1308, 74.61 , 73.92 , 59.20 , -   , 0.9239 ," 1,635,584 "," 302,223 "," 35,247 ", N/A , N/A , N/A , N/A ," 1,973,054 "," 1,835,141 "," 137,913 ", - , - ," 702,451 "," 330,524 "," 940,079 ", - 
37,68023,0138073,Learning Choice Academy - Chula Vista,2001, 98.24 , 57.49 , 76.44 , 145.48 , 0.5770 ," 3,188,643 "," 367,970 "," 43,047 ", N/A , N/A , N/A , N/A ," 3,599,660 "," 3,242,084 "," 357,576 ", - , - ," 1,277,046 "," 75,530 "," 2,247,084 ", - 
37,68023,6037956,Feaster (Mae L.) Charter,0121, 570.36 , 420.47 , 176.12 , -   , 0.9136 ," 9,253,325 "," 1,690,767 "," 199,410 ", N/A , N/A , N/A , N/A ," 11,143,502 "," 10,458,924 "," 684,578 ", - , - ," 3,946,111 "," 1,844,669 "," 5,352,722 ", - 
37,68023,6037980,Mueller Charter (Robert L.),0064, 476.37 , 367.65 , 189.52 , 475.16 , 0.8337 ," 12,588,141 "," 2,098,947 "," 271,275 ", N/A , N/A , N/A , N/A ," 14,958,363 "," 13,854,605 "," 1,103,758 ", - , - ," 5,101,760 "," 2,400,483 "," 7,456,120 ", - 
37,68023,6111322,Discovery Charter,0054, 461.71 , 332.92 , 109.55 , -   , 0.4273 ," 7,176,771 "," 613,326 ", - , N/A , N/A , N/A , N/A ," 7,790,097 "," 7,303,876 "," 486,221 ", - , - ," 3,057,539 "," 1,432,064 "," 3,300,494 ", - 
37,68023,6115778,Chula Vista Learning Community Charter,0135, 444.33 , 399.00 , 245.05 , 387.03 , 0.7356 ," 12,177,678 "," 1,791,580 "," 262,429 ", N/A , N/A , N/A , N/A ," 14,231,687 "," 13,262,704 "," 968,983 ", - , - ," 4,989,187 "," 2,379,018 "," 6,863,482 ", - 
37,68023,6116859,Arroyo Vista Charter,0483, 433.92 , 324.20 , 181.16 , -   , 0.2787 ," 7,440,172 "," 414,715 ", - , N/A , N/A , N/A , N/A ," 7,854,887 "," 7,382,034 "," 472,853 ", - , - ," 3,176,232 "," 1,493,151 "," 3,185,504 ", - 
37,68031,0000000,Coronado Unified,N/A, 741.20 , 620.15 , 473.87 ," 1,108.58 ", 0.1197 ," 24,768,657 "," 592,962 ", - , - ," 161,259 "," 130,109 ", - ," 25,652,987 "," 24,034,903 "," 1,618,084 ", - , - ," 11,374,002 "," 4,211,417 "," 10,067,568 ", - 
37,68049,0000000,Dehesa Elementary,N/A, 57.54 , 47.52 , 27.30 , -   , 0.5626 ," 1,046,447 "," 117,747 "," 6,593 ", - , - ," 69,082 ", - ," 1,239,869 "," 1,205,495 "," 34,374 ", - , - ," 22,367 "," 210,185 "," 1,007,317 ", - 
37,68049,0127118,The Heights Charter,1488, 120.07 , 81.79 , 42.37 , -   , 0.1351 ," 1,938,325 "," 52,374 ", - , N/A , N/A , N/A , N/A ," 1,990,699 "," 1,876,473 "," 114,226 ", - , - ," 41,316 "," 389,348 "," 1,560,035 ", - 
37,68049,0129221,MethodSchools,1617, 17.95 , 22.28 , 30.45 , 304.51 , 0.4983 ," 3,376,391 "," 336,492 ", - , N/A , N/A , N/A , N/A ," 3,712,883 "," 3,378,466 "," 334,417 ", - , - ," 63,471 "," 75,038 "," 3,574,374 ", - 
37,68049,0131169,Valiant Academy of Southern California,1693, -   , -   , -   , -   , 0.2689 , - , - , - , N/A , N/A , N/A , N/A , - , - , - , - , - , - , - , - , - 
37,68049,0132506,Inspire Charter School - South,1748," 2,005.59 "," 1,140.87 ", 620.65 , 553.41 , 0.3382 ," 35,121,705 "," 2,375,632 ", - , N/A , N/A , N/A , N/A ," 37,497,337 "," 35,392,879 "," 2,104,458 ", - , - ," 730,902 "," 864,104 "," 35,902,331 ", - 
37,68049,0136416,Pacific Coast Academy,1892," 1,738.57 ", 835.28 , 454.86 , 370.32 , 0.4303 ," 27,619,614 "," 2,376,944 ", - , N/A , N/A , N/A , N/A ," 29,996,558 "," 29,049,810 "," 946,748 ", - , - ," 575,014 "," 679,806 "," 28,741,738 ", - 
37,68049,0136614,Diego Hills Central Public Charter,1909, 12.15 , 18.30 , 25.56 , 870.77 , 0.8414 ," 8,509,037 "," 1,431,900 "," 481,611 ", N/A , N/A , N/A , N/A ," 10,422,548 "," 9,404,342 "," 1,018,206 ", - , - ," 156,783 "," 185,356 "," 10,080,409 ", - 
37,68049,0136747,California Academy of Sports Science,1914, -   , -   , -   , -   , 0.4539 , - , - , - , N/A , N/A , N/A , N/A , - , - , - , - , - , - , - , - , - 
37,68049,0138313,University Prep,2007, -   , -   , -   , -   , 0.3694 , - , - , - , N/A , N/A , N/A , N/A , - , - , - , - , - , - , - , - , - 
37,68049,6119564,Dehesa Charter,0419, 75.45 , 58.79 , 55.89 , 101.69 , 0.2678 ," 2,444,713 "," 130,939 ", - , N/A , N/A , N/A , N/A ," 2,575,652 "," 2,399,256 "," 176,396 ", - , - ," 49,367 "," 721,513 "," 1,804,772 ", - 
37,68056,0000000,Del Mar Union Elementary,N/A," 2,256.64 "," 2,065.96 ", -   , -   , 0.1612 ," 34,224,813 "," 1,103,408 ", - , - , - ," 61,656 ", - ," 35,389,877 "," 32,868,840 "," 2,521,037 ", - , - ," 48,774,004 "," 864,520 ", - ," 1,170,350 "
37,68080,0000000,Encinitas Union Elementary,N/A," 2,881.14 "," 2,221.70 ", -   , -   , 0.1758 ," 40,546,679 "," 1,425,621 ", - , - ," 268,975 "," 300,878 ", - ," 42,542,153 "," 39,661,494 "," 2,880,659 ", - , - ," 47,958,538 "," 1,031,860 ", - ," 1,840,774 "
37,68098,0000000,Escondido Union,N/A," 6,646.99 "," 4,830.30 "," 3,282.00 ", -   , 0.8014 ," 116,894,636 "," 18,735,873 "," 14,693,656 ", - ," 1,082,496 "," 308,800 ", - ," 151,715,461 "," 141,262,057 "," 10,453,404 ", - , - ," 42,635,180 "," 22,927,025 "," 86,153,256 ", - 
37,68098,0101535,Heritage K-8 Charter,0556, 433.13 , 358.07 , 354.11 , -   , 0.4338 ," 9,038,416 "," 784,173 ", - , N/A , N/A , N/A , N/A ," 9,822,589 "," 9,123,063 "," 699,526 ", - , - ," 3,026,734 "," 1,837,936 "," 4,957,919 ", - 
37,68098,0133991,Epiphany Prep Charter,1802, 320.42 , 193.81 , 77.41 , -   , 0.9325 ," 4,709,483 "," 878,319 "," 591,981 ", N/A , N/A , N/A , N/A ," 6,179,783 "," 5,877,210 "," 302,573 ", - , - ," 1,563,539 "," 118,328 "," 4,497,916 ", - 
37,68098,6116776,Classical Academy,0199, 462.77 , 437.65 , 408.31 , -   , 0.2231 ," 10,307,544 "," 459,923 ", - , N/A , N/A , N/A , N/A ," 10,767,467 "," 10,075,615 "," 691,852 ", - , - ," 3,458,607 "," 2,085,780 "," 5,223,080 ", - 
37,68106,0000000,Escondido Union High,N/A, -   , -   , -   ," 7,032.62 ", 0.7000 ," 65,185,355 "," 9,125,950 "," 4,888,902 ", - ," 402,404 "," 103,031 ", - ," 79,705,642 "," 74,468,650 "," 5,236,992 ", - , - ," 31,178,479 "," 11,658,756 "," 36,868,407 ", - 
37,68106,0111195,Classical Academy High,0759, -   , -   , -   ," 1,187.55 ", 0.1481 ," 11,007,401 "," 326,039 ", - , N/A , N/A , N/A , N/A ," 11,333,440 "," 10,654,390 "," 679,050 ", - , - ," 4,799,507 "," 2,258,106 "," 4,275,827 ", - 
37,68106,0137034,Audeo Charter School III,1935, -   , 2.49 , 10.45 , 83.09 , 0.7045 ," 870,481 "," 122,651 "," 65,286 ", N/A , N/A , N/A , N/A ," 1,058,418 "," 1,016,461 "," 41,957 ", - , - ," 388,107 "," 19,206 "," 651,105 ", - 
37,68106,3731023,Escondido Charter High,0109, -   , -   , -   , 817.75 , 0.3934 ," 7,579,725 "," 596,373 ", - , N/A , N/A , N/A , N/A ," 8,176,098 "," 7,587,084 "," 589,014 ", - , - ," 3,304,953 "," 1,554,938 "," 3,316,207 ", - 
37,68114,0000000,Fallbrook Union Elementary,N/A," 2,418.91 "," 1,484.59 ", 944.06 , -   , 0.6942 ," 38,519,447 "," 5,348,039 "," 2,777,252 ", - ," 357,571 "," 781,898 ", - ," 47,784,207 "," 43,629,278 "," 4,154,929 ", - , - ," 17,543,650 "," 6,944,381 "," 23,296,176 ", - 
