 County Code ,District Code,School Code,Local Educational Agency ,Charter Number," TK/K-3 ADA
Target, B-5/B-1 "," 4 - 6 ADA
Target, B-6/B-2 "," 7 - 8 ADA
Target, B-7/B-3 "," 9 - 12 ADA
Target, B-8/B-4 ","Unduplicated Pupil Percentage
Target, D-1"," Base Grant Funding
Target, C-5 "," Supplemental Grant Funding
Target, D-7 "," Concentration Grant Funding
Target, E-8 "," Necessary Small Schools Allowance
Target, F-1 "," Add-On (Based on 2012-13 Targeted Instructional Improvement Block Grant)
Target, F-2 "," Add-On (Based on 2012-13 Home-to-School Transportation)
Target, F-3 "," Add-On (Based on 2012-13 Small School District Bus Replacement Program)
Target, F-4 "," Total LCFF Target Entitlement
Target, G-1/F-1 "," Total LCFF Floor Entitlement
Transition, B-13 "," Current Year Gap Funding (100%)
Transition, C-3 "," Economic Recovery Target
Transition, D-1 "," Miscellaneous Adjustments
Transition, E-1 "," Total Local Revenue or In-Lieu of Property Taxes
Transition, F-2/F-7 "," Education Protection Account Entitlement
Transition, F-5/F-9 "," Net State Aid
Transition, F-6/F-10 "," Additional SA for MSA Guarantee
Transition, H-1/H-2 "
50,75572,0000000,Waterford Unified,N/A, 539.04 , 341.73 , 249.97 , 622.56 , 0.8122 ," 14,745,507 "," 2,395,260 "," 1,933,136 ", - ," 17,239 "," 332,645 ", - ," 19,423,787 "," 17,844,700 "," 1,579,087 ", - , - ," 1,668,959 "," 3,036,996 "," 14,717,832 ", - 
50,75572,5030317,Connecting Waters Charter,0477, 424.91 , 329.88 , 263.48 , 580.93 , 0.4447 ," 13,435,385 "," 1,194,944 ", - , N/A , N/A , N/A , N/A ," 14,630,329 "," 13,548,977 "," 1,081,352 ", - , - ," 1,457,271 "," 2,696,638 "," 10,476,420 ", - 
50,75739,0000000,Turlock Unified,N/A," 3,876.80 "," 2,928.06 "," 2,058.67 "," 4,628.48 ", 0.6505 ," 113,044,562 "," 14,707,098 "," 5,680,489 ", - ," 676,332 "," 447,516 ", - ," 134,555,997 "," 125,326,250 "," 9,229,747 ", - , - ," 27,364,656 "," 22,453,302 "," 84,738,039 ", - 
50,75739,0124669,eCademy Charter at Crane,1309, 6.00 , 8.92 , 34.54 , 70.75 , 0.6112 ," 1,041,999 "," 127,374 "," 31,886 ", N/A , N/A , N/A , N/A ," 1,201,259 "," 1,067,608 "," 133,651 ", - , - ," 221,446 "," 220,418 "," 759,395 ", - 
50,75739,0131185,Fusion Charter,1695, -   , 0.99 , 16.06 , 82.24 , 0.8700 ," 894,982 "," 155,726 "," 44,974 ", N/A , N/A , N/A , N/A ," 1,095,682 "," 1,033,035 "," 62,647 ", - , - ," 182,908 "," 19,858 "," 892,916 ", - 
51,10512,0138040,AeroSTEM Academy,2000, -   , 19.25 , 36.95 , 11.23 , 0.4677 ," 537,895 "," 50,315 ", - , N/A , N/A , N/A , N/A ," 588,210 "," 643,778 ", - , - , - ," 140,552 "," 13,486 "," 434,172 ", - 
51,71357,0000000,Brittan Elementary,N/A, 182.02 , 139.96 , 121.63 , -   , 0.5089 ," 3,506,799 "," 356,923 ", - , - ," 14,844 "," 37,447 ", - ," 3,916,013 "," 3,696,817 "," 219,196 ", - , - ," 1,292,675 "," 694,346 "," 1,928,992 ", - 
51,71365,0000000,Browns Elementary,N/A, 54.56 , 61.07 , 32.83 , -   , 0.5298 ," 1,167,606 "," 123,720 ", - , - , - ," 44,779 ", - ," 1,336,105 "," 1,263,145 "," 72,960 ", - , - ," 363,638 "," 232,464 "," 740,003 ", - 
51,71373,0000000,East Nicolaus Joint Union High,N/A, -   , -   , -   , 298.15 , 0.3491 ," 2,763,552 "," 192,951 ", - , - ," 15,061 "," 47,436 "," 151,455 "," 3,170,455 "," 3,011,096 "," 159,359 ", - , - ," 938,604 "," 596,822 "," 1,635,029 ", - 
51,71381,0000000,Franklin Elementary,N/A, 192.58 , 162.34 , 118.83 , -   , 0.2894 ," 3,741,371 "," 216,551 ", - , - ," 12,208 "," 30,523 ", - ," 4,000,653 "," 3,742,892 "," 257,761 ", - , - ," 971,497 "," 732,714 "," 2,296,442 ", - 
51,71399,0000000,Live Oak Unified,N/A, 544.05 , 413.76 , 282.07 , 568.17 , 0.8201 ," 15,078,215 "," 2,473,129 "," 2,036,313 ", - ," 104,122 "," 141,948 ", - ," 19,833,727 "," 18,341,436 "," 1,492,291 ", - , - ," 3,618,896 "," 2,938,677 "," 13,276,154 ", - 
51,71407,0000000,Marcum-Illinois Union Elementary,N/A, 85.99 , 44.44 , 35.69 , -   , 0.4527 ," 1,322,822 "," 119,769 ", - , - , - ," 45,236 "," 145,538 "," 1,633,365 "," 1,534,861 "," 98,504 ", - , - ," 33,308 "," 265,861 "," 1,334,196 ", - 
51,71407,0109793,South Sutter Charter,0724, 589.85 , 483.61 , 369.50 , 582.86 , 0.3902 ," 16,801,977 "," 1,311,227 ", - , N/A , N/A , N/A , N/A ," 18,113,204 "," 16,770,953 "," 1,342,251 ", - , - ," 406,217 "," 3,399,674 "," 14,307,313 ", - 
51,71415,0000000,Meridian Elementary,N/A, 18.51 , 24.94 , 23.02 , -   , 0.7225 , - ," 75,244 "," 44,912 "," 492,013 "," 5,427 "," 29,010 ", - ," 646,606 "," 647,291 ", - , - , - ," 14,605 "," 116,535 "," 515,466 ", - 
51,71415,0129007,California Virtual Academy @ Sutter,1606, 150.21 , 177.12 , 189.93 , 333.12 , 0.5918 ," 7,146,338 "," 845,841 "," 149,359 ", N/A , N/A , N/A , N/A ," 8,141,538 "," 7,656,830 "," 484,708 ", - , - ," 186,897 "," 170,076 "," 7,784,565 ", - 
51,71415,0132753,California Prep Sutter K-7,1755, -   , -   , -   , -   , 0.6709 , - , - , - , N/A , N/A , N/A , N/A , - , - , - , - , - , - , - , - , - 
51,71415,0132761,California Prep Sutter 8-12,1756, -   , -   , -   , -   , 0.6647 , - , - , - , N/A , N/A , N/A , N/A , - , - , - , - , - , - , - , - , - 
51,71423,0000000,Nuestro Elementary,N/A, 82.10 , 47.18 , 34.40 , -   , 0.4271 ," 1,301,476 "," 111,172 ", - , - ," 6,647 ", - , - ," 1,419,295 "," 1,311,636 "," 107,659 "," 23,242 ", - ," 55,506 "," 277,712 "," 1,109,319 ", - 
51,71423,0132977,Sutter Peak Charter Academy,1764, 222.03 , 153.55 , 83.62 , 108.95 , 0.4003 ," 4,652,704 "," 372,495 ", - , N/A , N/A , N/A , N/A ," 5,025,199 "," 4,696,300 "," 328,899 ", - , - ," 192,677 "," 113,630 "," 4,718,892 ", - 
51,71431,0000000,Pleasant Grove Joint Union,N/A, 78.38 , 61.56 , 42.90 , -   , 0.3438 ," 1,445,978 "," 99,426 ", - , - , - ," 41,765 ", - ," 1,587,169 "," 1,509,541 "," 77,628 ", - , - ," 519,614 "," 297,757 "," 769,798 ", - 
51,71449,0000000,Sutter Union High,N/A, -   , -   , -   , 752.05 , 0.3239 ," 6,970,751 "," 451,565 ", - , - , - ," 101,419 ", - ," 7,523,735 "," 7,028,403 "," 495,332 ", - , - ," 2,186,145 "," 1,407,174 "," 3,930,416 ", - 
51,71456,0000000,Winship-Robbins,N/A, 49.92 , 50.87 , 30.74 , -   , 0.8843 ," 1,035,877 "," 183,205 "," 173,147 ", - , - ," 59,810 ", - ," 1,452,039 "," 1,408,027 ", - , - , - ," 34,962 "," 243,065 "," 1,174,012 ", - 
51,71456,0133934,Inspire Charter School - North,1801," 1,180.59 ", 673.39 , 415.06 , 436.91 , 0.4157 ," 22,105,922 "," 1,837,886 ", - , N/A , N/A , N/A , N/A ," 23,943,808 "," 27,744,755 ", - , - , - ," 718,998 "," 541,190 "," 22,683,620 ", - 
51,71456,6053334,Winship Community School,1826, 62.27 , 34.74 , 21.45 , -   , 0.5607 ," 943,034 "," 105,752 "," 5,045 ", N/A , N/A , N/A , N/A ," 1,053,831 "," 1,214,599 ", - , - , - ," 31,476 "," 23,692 "," 998,663 ", - 
51,71464,0000000,Yuba City Unified,N/A," 3,683.04 "," 2,782.22 "," 1,890.35 "," 3,680.99 ", 0.7384 ," 100,250,287 "," 14,804,962 "," 9,443,576 ", - ," 290,987 "," 732,721 ", - ," 125,522,533 "," 114,918,660 "," 10,603,873 ", - , - ," 25,140,110 "," 19,564,369 "," 80,818,054 ", - 
51,71464,0107318,Twin Rivers Charter,0639, 188.86 , 145.94 , 88.65 , -   , 0.4305 ," 3,351,289 "," 288,546 ", - , N/A , N/A , N/A , N/A ," 3,639,835 "," 3,445,019 "," 194,816 ", - , - ," 882,643 "," 673,594 "," 2,083,598 ", - 
51,71464,5130125,Yuba City Charter,0289, 71.94 , 64.68 , 43.94 , 67.61 , 0.9159 ," 2,051,351 "," 375,767 "," 193,238 ", N/A , N/A , N/A , N/A ," 2,620,356 "," 2,396,701 "," 223,655 ", - , - ," 517,288 "," 410,859 "," 1,692,209 ", - 
52,10520,6119606,Lincoln Street,1667, 35.90 , 26.09 , 24.43 , -   , 0.7364 ," 683,620 "," 100,683 "," 63,713 ", N/A , N/A , N/A , N/A ," 848,016 "," 740,855 "," 107,161 ", - , - ," 163,454 "," 17,284 "," 667,278 ", - 
52,10520,6119671,Tehama eLearning Academy,0430, -   , -   , 15.62 , 75.75 , 0.7593 ," 823,901 "," 125,118 "," 86,222 ", N/A , N/A , N/A , N/A ," 1,035,241 "," 916,078 "," 119,163 ", - , - ," 156,062 "," 167,109 "," 712,070 ", - 
52,71472,0000000,Antelope Elementary,N/A, 336.93 , 233.69 , 172.70 , -   , 0.5482 ," 5,770,308 "," 645,807 ", - ," 164,045 "," 11,398 "," 96,086 ", - ," 6,687,644 "," 6,295,043 "," 392,601 "," 357,237 ", - ," 1,269,738 "," 1,328,770 "," 4,446,373 ", - 
52,71472,0134403,Lassen-Antelope Volcanic Academy (LAVA) Charter,1813, -   , 35.61 , 51.29 , -   , 0.4647 ," 669,460 "," 62,220 ", - , N/A , N/A , N/A , N/A ," 731,680 "," 763,904 ", - , - , - ," 148,427 "," 17,380 "," 565,873 ", - 
52,71498,0000000,Corning Union Elementary,N/A, 862.74 , 688.94 , 467.86 , -   , 0.8776 ," 15,968,066 "," 2,802,715 "," 2,615,569 ", - , 314 ," 255,260 ", - ," 21,641,924 "," 20,111,640 "," 1,530,284 ", - , - ," 2,492,584 "," 3,153,698 "," 15,995,642 ", - 
52,71506,0000000,Corning Union High,N/A, -   , -   , -   , 965.41 , 0.7412 ," 8,948,385 "," 1,326,509 "," 855,466 ", - , - ," 82,232 ", - ," 11,212,592 "," 10,308,579 "," 904,013 ", - , - ," 2,604,940 "," 1,832,193 "," 6,775,459 ", - 
52,71514,0000000,Elkins Elementary,N/A, 6.18 , 7.46 , 1.28 , -   , 0.9070 ," 117,351 "," 21,287 "," 20,947 ", - ," 2,700 ", 194 , - ," 162,479 "," 151,426 "," 11,053 ", - , - ," 64,717 "," 21,004 "," 76,758 ", - 
52,71522,0000000,Evergreen Union,N/A, 466.63 , 377.49 , 214.44 , -   , 0.5896 ," 8,372,449 "," 987,280 "," 165,774 ", - ," 3,614 "," 238,557 ", - ," 9,767,674 "," 9,061,066 "," 706,608 ", - , - ," 1,851,431 "," 1,740,348 "," 6,175,895 ", - 
52,71522,0132597,Evergreen Institute of Excellence,1754, 39.81 , 24.52 , 31.22 , 32.17 , 0.4495 ," 1,055,051 "," 94,849 ", - , N/A , N/A , N/A , N/A ," 1,149,900 "," 1,067,547 "," 82,353 ", - , - ," 223,359 "," 25,544 "," 900,997 ", - 
52,71530,0000000,Flournoy Union Elementary,N/A, 17.37 , 9.09 , 7.71 , -   , 0.3293 , - ," 17,913 ", - ," 326,565 "," 1,596 ", - , - ," 346,074 "," 334,942 ", - , - , - ," 83,168 "," 75,342 "," 187,564 ", - 
52,71548,0000000,Gerber Union Elementary,N/A, 168.20 , 136.43 , 85.42 , -   , 0.8934 ," 3,083,973 "," 551,044 "," 529,518 ", - , - ," 159,973 ", - ," 4,324,508 "," 4,035,027 "," 289,481 ", - , - ," 700,271 "," 602,822 "," 3,021,415 ", - 
52,71555,0000000,Kirkwood Elementary,N/A, 48.14 , 27.77 , 20.27 , -   , 0.5859 ," 764,705 "," 89,608 "," 13,727 ", - ," 2,423 ", - , - ," 870,463 "," 798,936 "," 71,527 "," 77,403 ", - ," 91,817 "," 167,852 "," 688,197 ", - 
52,71563,0000000,Lassen View Union Elementary,N/A, 135.95 , 115.12 , 80.22 , -   , 0.5510 ," 2,616,517 "," 288,340 "," 1,309 ", - , - ," 106,016 ", - ," 3,012,182 "," 2,801,745 "," 210,437 ", - , - ," 883,041 "," 514,989 "," 1,614,152 ", - 
52,71571,0000000,Los Molinos Unified,N/A, 150.48 , 131.32 , 82.94 , 201.05 , 0.7600 ," 2,309,951 "," 721,021 "," 498,073 "," 2,600,288 "," 48,610 "," 139,312 ", - ," 6,317,255 "," 6,008,917 "," 308,338 ", - , - ," 1,514,489 "," 1,082,835 "," 3,719,931 ", - 
52,71621,0000000,Red Bluff Union Elementary,N/A, 931.26 , 637.00 , 399.73 , -   , 0.7886 ," 15,607,948 "," 2,461,686 "," 1,862,028 ", - , - ," 259,736 ", - ," 20,191,398 "," 18,934,209 "," 1,257,189 ", - , - ," 3,761,509 "," 3,125,957 "," 13,303,932 ", - 
52,71639,0000000,Red Bluff Joint Union High,N/A, -   , -   , -   ," 1,557.63 ", 0.6011 ," 14,437,672 "," 1,735,697 "," 368,883 ", - ," 61,021 "," 343,899 ", - ," 16,947,172 "," 15,728,155 "," 1,219,017 ", - , - ," 7,426,047 "," 2,069,032 "," 7,452,093 ", - 
52,71647,0000000,Reeds Creek Elementary,N/A, 81.41 , 55.60 , 30.37 , -   , 0.5892 ," 1,328,124 "," 156,505 "," 26,032 ", - , - ," 27,381 ", - ," 1,538,042 "," 1,414,641 "," 123,401 ", - , - ," 270,940 "," 262,145 "," 1,004,957 ", - 
52,71654,0000000,Richfield Elementary,N/A, 102.27 , 89.20 , 55.97 , -   , 0.6173 ," 1,953,868 "," 241,225 "," 65,748 ", - , - ," 18,649 ", - ," 2,279,490 "," 2,133,260 "," 146,230 ", - , - ," 378,573 "," 393,760 "," 1,507,157 ", - 
53,10538,0125633,California Heritage Youthbuild Academy II,1809, -   , -   , -   , 65.40 , 0.8030 ," 606,193 "," 97,355 "," 56,255 ", N/A , N/A , N/A , N/A ," 759,803 "," 693,928 "," 65,875 ", - , - ," 238,089 "," 13,080 "," 508,634 ", - 
53,71662,0000000,Burnt Ranch Elementary,N/A, 34.20 , 27.70 , 19.45 , -   , 0.7724 , - ," 99,328 "," 71,500 "," 657,056 "," 3,252 "," 44,481 "," 155,000 "," 1,030,617 "," 944,240 "," 86,377 "," 29,847 ", - ," 259,622 "," 145,376 "," 655,466 ", - 
53,71670,0000000,Coffee Creek Elementary,N/A, 7.04 , 1.25 , 0.24 , -   , 0.5714 ," 69,309 "," 7,921 ", 741 , - , - , - , - ," 77,971 "," 90,202 ", - , - , - ," 46,191 "," 4,937 "," 26,843 "," 73,330 "
53,71696,0000000,Douglas City Elementary,N/A, 78.01 , 46.66 , 44.06 , -   , 0.5074 ," 1,339,167 "," 135,899 ", - , - , - ," 69,352 ", - ," 1,544,418 "," 1,449,041 "," 95,377 ", - , - ," 226,180 "," 261,156 "," 1,057,082 ", - 
53,71738,0000000,Junction City Elementary,N/A, 27.13 , 25.60 , 9.51 , -   , 0.7500 , - ," 73,706 "," 49,138 "," 495,065 "," 6,421 "," 2,734 ", - ," 627,064 "," 600,670 "," 26,394 ", - , - ," 151,878 "," 110,044 "," 365,142 ", - 
53,71746,0000000,Lewiston Elementary,N/A, 29.46 , 18.77 , 10.38 , -   , 0.8087 , - ," 75,311 "," 60,230 "," 490,276 ", - ," 73,354 ", - ," 699,171 "," 667,928 "," 31,243 ", - , - ," 342,972 "," 18,815 "," 337,384 ", - 
53,71761,0000000,Trinity Center Elementary,N/A, 4.89 , 4.72 , 3.83 , -   , 0.6250 ," 105,863 "," 13,233 "," 3,970 ", - ," 1,359 ", - , - ," 124,425 "," 218,470 ", - , - , - ," 95,008 "," 2,688 "," 26,729 "," 132,951 "
53,73833,0000000,Southern Trinity Joint Unified,N/A, 27.08 , 21.43 , 19.49 , 17.15 , 0.8065 ," 23,543 "," 112,291 "," 89,282 "," 1,334,669 ", - ," 248,702 ", - ," 1,808,487 "," 1,749,441 "," 59,046 ", - , - ," 644,836 "," 299,063 "," 864,588 ", - 
53,75028,0000000,Mountain Valley Unified,N/A, 65.25 , 66.32 , 36.56 , 77.18 , 0.7651 ," 1,379,894 "," 312,138 "," 219,385 "," 980,534 ", - ," 278,380 ", - ," 3,170,331 "," 3,086,171 "," 84,160 ", - , - ," 1,435,381 "," 303,878 "," 1,431,072 ", - 
53,76513,0000000,Trinity Alps Unified,N/A, 149.34 , 115.88 , 98.76 , 326.48 , 0.5664 ," 5,903,218 "," 668,716 "," 48,405 ", - ," 15,475 "," 306,808 ", - ," 6,942,622 "," 6,608,370 "," 334,252 "," 131,636 ", - ," 2,831,121 "," 1,272,866 "," 2,970,271 ", - 
54,10546,0119602,University Preparatory High,1076, -   , -   , -   , 221.81 , 0.3975 ," 2,055,957 "," 163,449 ", - , N/A , N/A , N/A , N/A ," 2,219,406 "," 2,078,460 "," 140,946 ", - , - , - ," 421,768 "," 1,797,638 ", - 
54,10546,0124057,Valley Life Charter,1293, 296.19 , 230.54 , 107.82 , 13.77 , 0.3070 ," 5,152,742 "," 316,379 ", - , N/A , N/A , N/A , N/A ," 5,469,121 "," 5,092,177 "," 376,944 ", - , - ," 937,451 "," 1,034,456 "," 3,497,214 ", - 
54,10546,0125542,Sycamore Valley Academy,1382, 160.59 , 120.39 , 70.80 , -   , 0.3777 ," 2,785,889 "," 210,447 ", - , N/A , N/A , N/A , N/A ," 2,996,336 "," 2,794,773 "," 201,563 ", - , - ," 508,663 "," 558,892 "," 1,928,781 ", - 
54,10546,0135459,Blue Oak Academy,1860, 166.06 , -   , -   , -   , 0.5134 ," 1,367,504 "," 140,415 ", - , N/A , N/A , N/A , N/A ," 1,507,919 "," 1,509,464 ", - , - , - ," 240,118 "," 33,212 "," 1,234,589 ", - 
54,10546,5430327,La Sierra High,0341, -   , -   , 79.88 , 138.07 , 0.8958 ," 1,902,515 "," 340,855 "," 127,279 ", N/A , N/A , N/A , N/A ," 2,370,649 "," 2,204,728 "," 165,921 ", - , - , - ," 397,623 "," 1,973,026 ", - 
54,10546,6119291,Eleanor Roosevelt Community Learning Center,0395, 81.73 , 66.44 , 51.01 , 66.87 , 0.4162 ," 2,193,556 "," 182,591 ", - , N/A , N/A , N/A , N/A ," 2,376,147 "," 2,202,716 "," 173,431 ", - , - ," 302,645 "," 436,837 "," 1,636,665 ", - 
54,71795,0000000,Allensworth Elementary,N/A, 44.22 , 27.59 , 14.53 , -   , 0.9253 ," 7,041 "," 127,009 "," 128,786 "," 674,013 "," 78,067 "," 11,692 ", - ," 1,026,608 "," 961,568 "," 65,040 ", - , - ," 86,954 "," 151,018 "," 788,636 ", - 
54,71803,0000000,Alpaugh Unified,N/A, 111.28 , 79.72 , 42.46 , 72.68 , 0.9536 ," 1,859,775 "," 481,500 "," 509,472 "," 1,116,898 ", - ," 18,739 ", - ," 3,986,384 "," 3,718,146 "," 268,238 ", - , - ," 163,325 "," 651,424 "," 3,171,635 ", - 
54,71803,0112458,California Connections Academy@Central,0804, 94.94 , 77.47 , 81.43 , 201.17 , 0.5739 ," 3,867,829 "," 443,950 "," 46,221 ", N/A , N/A , N/A , N/A ," 4,358,000 "," 3,996,069 "," 361,931 ", - , - ," 242,743 "," 787,125 "," 3,328,132 ", - 
54,71811,0000000,Alta Vista Elementary,N/A, 253.54 , 164.25 , 131.79 , -   , 0.9325 ," 4,358,874 "," 812,931 "," 833,634 ", - ," 10,366 ", - , - ," 6,015,805 "," 5,595,552 "," 420,253 ", - , - ," 201,709 "," 849,356 "," 4,964,740 ", - 
54,71829,0000000,Buena Vista Elementary,N/A, 95.54 , 64.90 , 43.67 , -   , 0.6845 ," 1,618,581 "," 221,584 "," 108,849 ", - , - ," 40,332 ", - ," 1,989,346 "," 1,894,137 "," 95,209 ", - , - ," 150,666 "," 315,587 "," 1,523,093 ", - 
54,71837,0000000,Burton Elementary,N/A," 1,181.53 ", 956.00 , 526.96 , -   , 0.8183 ," 21,075,956 "," 3,449,291 "," 2,827,339 ", - ," 115,862 "," 31,168 ", - ," 27,499,616 "," 25,541,814 "," 1,957,802 ", - , - ," 1,153,511 "," 4,122,961 "," 22,223,144 ", - 
54,71837,0109009,Summit Charter Academy,0690, 854.75 , 538.57 , 342.01 , 392.93 , 0.6746 ," 17,424,757 "," 2,350,949 "," 1,085,562 ", N/A , N/A , N/A , N/A ," 20,861,268 "," 19,368,550 "," 1,492,718 ", - , - ," 919,195 "," 3,455,146 "," 16,486,927 ", - 
54,71852,0000000,Columbine Elementary,N/A, 97.51 , 60.18 , 38.48 , -   , 0.6092 ," 1,558,608 "," 189,901 "," 46,135 ", - , - ," 36,188 ", - ," 1,830,832 "," 1,714,742 "," 116,090 ", - , - ," 205,762 "," 303,306 "," 1,321,764 ", - 
54,71860,0000000,Cutler-Orosi Joint Unified,N/A," 1,384.75 ", 865.29 , 600.55 ," 1,175.63 ", 0.9598 ," 33,533,329 "," 6,437,058 "," 6,870,980 ", - , - ," 527,901 ", - ," 47,369,268 "," 44,002,829 "," 3,366,439 ", - , - ," 2,668,953 "," 6,535,543 "," 38,164,772 ", - 
54,71894,0000000,Ducor Union Elementary,N/A, 61.09 , 50.22 , 47.25 , -   , 0.8733 ," 1,251,653 "," 218,613 "," 202,330 ", - , - ," 75,442 ", - ," 1,748,038 "," 1,659,998 "," 88,040 ", - , - ," 322,546 "," 244,853 "," 1,180,639 ", - 
54,71902,0000000,Earlimart Elementary,N/A, 782.05 , 578.56 , 393.47 , -   , 0.9729 ," 13,887,952 "," 2,702,318 "," 2,936,607 ", - , - ," 212,779 ", - ," 19,739,656 "," 18,455,401 "," 1,284,255 ", - , - ," 1,233,314 "," 2,753,966 "," 15,752,376 ", - 
54,71944,0000000,Hope Elementary,N/A, 117.89 , 73.96 , 47.07 , -   , 0.7700 ," 1,897,733 "," 292,250 "," 208,751 ", - ," 5,766 "," 25,723 ", - ," 2,430,223 "," 2,239,687 "," 190,536 ", - , - ," 185,532 "," 379,855 "," 1,864,836 ", - 
54,71951,0000000,Hot Springs Elementary,N/A, 6.44 , 9.18 , 2.49 , -   , 1.0000 , - ," 28,389 "," 31,939 "," 165,162 ", - ," 28,276 ", - ," 253,766 "," 237,121 "," 16,645 ", - , - ," 111,956 "," 8,386 "," 133,424 "," 49,247 "
54,71969,0000000,Kings River Union Elementary,N/A, 210.16 , 150.51 , 82.44 , -   , 0.9291 ," 3,512,881 "," 652,764 "," 665,866 ", - , - ," 152,604 ", - ," 4,984,115 "," 4,628,646 "," 355,469 ", - , - ," 380,846 "," 686,159 "," 3,917,110 ", - 
54,71985,0000000,Liberty Elementary,N/A, 366.31 , 181.20 , 93.30 , -   , 0.5612 ," 5,115,795 "," 574,197 "," 28,648 ", - , - ," 32,037 ", - ," 5,750,677 "," 5,452,661 "," 298,016 ", - , - ," 393,996 "," 1,000,097 "," 4,356,584 ", - 
54,71993,0000000,Lindsay Unified,N/A," 1,256.24 ", 959.59 , 604.93 ," 1,136.86 ", 0.9332 ," 32,863,781 "," 6,133,696 "," 6,296,701 ", - ," 19,911 "," 267,457 ", - ," 45,581,546 "," 42,031,105 "," 3,550,441 ", - , - ," 1,987,890 "," 6,442,974 "," 37,150,682 ", - 
54,71993,0124776,Loma Vista Charter,1329, -   , -   , 1.10 , 37.94 , 0.9239 ," 360,242 "," 66,566 "," 67,347 ", N/A , N/A , N/A , N/A ," 494,155 "," 452,639 "," 41,516 ", - , - ," 18,707 "," 74,054 "," 401,394 ", - 
54,72009,0000000,Monson-Sultana Joint Union Elementary,N/A, 203.26 , 151.77 , 104.62 , -   , 0.8701 ," 3,638,515 "," 633,175 "," 582,345 ", - , - ," 85,579 ", - ," 4,939,614 "," 4,604,408 "," 335,206 ", - , - ," 288,024 "," 718,761 "," 3,932,829 ", - 
54,72017,0000000,Oak Valley Union Elementary,N/A, 256.90 , 170.45 , 122.37 , -   , 0.7957 ," 4,360,046 "," 693,858 "," 535,631 ", - , - ," 88,655 ", - ," 5,678,190 "," 5,282,021 "," 396,169 ", - , - ," 286,230 "," 850,244 "," 4,541,716 ", - 
54,72025,0000000,Outside Creek Elementary,N/A, 45.28 , 26.58 , 28.52 , -   , 0.9033 ," 796,460 "," 143,889 "," 140,695 ", - ," 1,903 "," 24,906 ", - ," 1,107,853 "," 988,080 "," 119,773 ", - , - ," 186,513 "," 154,783 "," 766,557 ", - 
54,72033,0000000,Palo Verde Union Elementary,N/A, 270.56 , 169.15 , 134.88 , -   , 0.9401 ," 4,560,221 "," 857,413 "," 889,471 ", - , - ," 121,427 ", - ," 6,428,532 "," 5,890,460 "," 538,072 ", - , - ," 591,473 "," 893,115 "," 4,943,944 ", - 
54,72041,0000000,Pixley Union Elementary,N/A, 464.08 , 341.58 , 233.76 , -   , 0.9651 ," 8,230,194 "," 1,588,591 "," 1,708,178 ", - , - ," 199,288 ", - ," 11,726,251 "," 10,944,945 "," 781,306 ", - , - ," 1,001,225 "," 1,617,127 "," 9,107,899 ", - 
54,72058,0000000,Pleasant View Elementary,N/A, 190.50 , 173.16 , 96.03 , -   , 0.9557 ," 3,628,412 "," 693,534 "," 736,023 ", - , - ," 105,160 ", - ," 5,163,129 "," 4,932,930 "," 230,199 ", - , - ," 298,330 "," 712,209 "," 4,152,590 ", - 
54,72082,0000000,Richgrove Elementary,N/A, 273.38 , 193.23 , 131.75 , -   , 0.9426 ," 4,741,351 "," 893,839 "," 930,727 ", - ," 2,312,815 "," 79,936 ", - ," 8,958,668 "," 8,572,691 "," 385,977 ", - , - ," 525,042 "," 931,280 "," 7,502,346 ", - 
54,72090,0000000,Rockford Elementary,N/A, 145.67 , 121.97 , 74.88 , -   , 0.5882 ," 2,706,791 "," 318,427 "," 51,700 ", - , - ," 38,833 ", - ," 3,115,751 "," 2,887,750 "," 228,001 ", - , - ," 224,476 "," 527,193 "," 2,364,082 ", - 
54,72108,0000000,Saucelito Elementary,N/A, 31.77 , 25.64 , 24.59 , -   , 0.7874 , - ," 101,960 "," 76,852 "," 655,306 "," 6,050 "," 21,050 ", - ," 861,218 "," 823,592 ", - , - , - ," 97,684 "," 144,651 "," 618,883 ", - 
54,72116,0000000,Sequoia Union Elementary,N/A, -   , -   , 33.22 , -   , 0.3761 ," 258,983 "," 19,481 ", - , - , - ," 77,599 ", - ," 356,063 "," 572,392 ", - , - , - ," 54,333 "," 51,774 "," 249,956 "," 166,485 "
54,72116,6054340,Sequoia Elementary Charter,1829, 143.27 , 116.08 , 31.83 , -   , 0.4754 ," 2,306,817 "," 219,332 ", - , N/A , N/A , N/A , N/A ," 2,526,149 "," 2,380,836 "," 145,313 ", - , - ," 476,245 "," 58,236 "," 1,991,668 ", - 
54,72132,0000000,Springville Union Elementary,N/A, 137.96 , 105.40 , 75.24 , -   , 0.5447 ," 2,520,655 "," 274,600 ", - , - , - ," 159,749 ", - ," 2,955,004 "," 2,741,823 "," 213,181 ", - , - ," 1,105,823 "," 492,613 "," 1,356,568 ", - 
54,72140,0000000,Stone Corral Elementary,N/A, 67.23 , 39.10 , 23.99 , -   , 0.9925 ," 1,036,691 "," 205,783 "," 229,369 ", - , - ," 23,796 ", - ," 1,495,639 "," 1,409,976 "," 85,663 ", - , - ," 41,542 "," 207,670 "," 1,246,427 ", - 
